tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Tarde,Si,No,No,2607.99
Acceso Ilicito,Pagina Web Falsa,50-64,Masculino,Callao,Noche,Si,No,No,5207.76
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Madrugada,No,No,No,2386.82
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lima,Tarde,Si,No,No,2286.28
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,Si,No,5621.16
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Lima,Noche,Si,No,No,6601.69
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,7224.68
Fraude Informatico,Redes Sociales,18-29,Femenino,Junin,Tarde,No,No,No,3099.2
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Tarde,Si,Si,Si,3310.25
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,No,Si,No,1822.86
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,La Libertad,Madrugada,No,No,Si,4835.24
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,Si,No,8059.63
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Manana,No,No,Si,2729.02
Fraude Informatico,Correo Electronico,18-29,Femenino,Piura,Noche,No,No,Si,3422.68
Estafa por Internet,Llamada Telefonica,30-49,Masculino,Callao,Noche,No,No,Si,2164.97
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Arequipa,Tarde,No,No,No,1363.48
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,La Libertad,Tarde,No,No,Si,2518.41
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Tarde,No,No,No,2818.34
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Junin,Noche,No,Si,Si,2167.69
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,Si,No,6024.95
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Cusco,Manana,Si,No,No,1603.87
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Manana,No,No,No,2766.7
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lambayeque,Tarde,No,No,No,9008.93
Estafa por Internet,Redes Sociales,30-49,Femenino,Piura,Manana,Si,No,Si,2085.66
Acceso Ilicito,Llamada Telefonica,18-29,Femenino,Piura,Manana,Si,No,Si,3522.19
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Madrugada,No,No,Si,2759.4
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Tarde,Si,No,Si,3967.09
Estafa por Internet,Redes Sociales,50-64,Masculino,Arequipa,Manana,No,Si,Si,2301.81
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Cusco,Manana,Si,No,No,1832.02
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,No,3909.04
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Junin,Manana,No,No,No,1829.33
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Callao,Tarde,No,No,No,1796.25
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Manana,Si,Si,No,1170.95
Acceso Ilicito,Redes Sociales,18-29,Femenino,Puno,Manana,No,No,No,4008.34
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,No,Si,No,7951.99
Estafa por Internet,Pagina Web Falsa,50-64,Masculino,Lima,Manana,No,Si,No,3198.27
Estafa por Internet,WhatsApp o SMS,65 o mas,Masculino,Lima,Manana,Si,No,Si,2438.33
Fraude Informatico,Correo Electronico,30-49,Masculino,Arequipa,Noche,Si,No,No,9276.56
Acceso Ilicito,Redes Sociales,30-49,Femenino,Piura,Manana,No,Si,No,4427.53
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Lima,Manana,No,Si,No,6122.77
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Arequipa,Madrugada,No,No,No,5811.51
Acceso Ilicito,Correo Electronico,18-29,Masculino,La Libertad,Tarde,No,Si,No,2174.83
Fraude Informatico,Redes Sociales,30-49,Masculino,Piura,Tarde,Si,Si,No,3026.24
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,3894.28
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,No,No,No,1937.67
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,No,Si,No,1500.58
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Manana,No,No,No,7179.51
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Noche,No,No,Si,5563.72
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Noche,No,No,No,1872.27
Sextorsion,Redes Sociales,65 o mas,Femenino,Callao,Madrugada,No,No,No,8804.18
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Lima,Tarde,No,No,No,1506.19
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Piura,Manana,No,Si,Si,7104.53
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Madrugada,No,No,No,1660.12
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Femenino,Lima,Manana,No,No,Si,1489.36
Acceso Ilicito,Redes Sociales,30-49,Masculino,Tacna,Madrugada,Si,No,Si,2570.9
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Cusco,Tarde,No,No,No,8855.3
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,3394.22
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,Si,No,No,2264.66
Sextorsion,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,No,6763.07
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Noche,No,No,No,4308.57
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Cusco,Manana,No,No,No,2555.1
Estafa por Internet,Redes Sociales,18-29,Femenino,Cusco,Tarde,No,No,No,1220.47
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,Si,No,6124.55
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Lambayeque,Tarde,No,No,Si,1870.69
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,Si,No,No,1077.94
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,No,Si,9459.54
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,Si,11997.41
Acceso Ilicito,Redes Sociales,30-49,Masculino,Arequipa,Manana,No,No,Si,3660.02
Fraude Informatico,Redes Sociales,50-64,Femenino,Arequipa,Manana,No,No,Si,9305.8
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Tarde,No,No,No,1709.71
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,Si,No,8823.46
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,Si,No,2083.49
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Puno,Tarde,No,No,No,4849.2
Estafa por Internet,Redes Sociales,18-29,Femenino,Lima,Tarde,Si,No,Si,1765.51
Sextorsion,Correo Electronico,18-29,Femenino,Lima,Noche,Si,No,Si,2779.79
Sextorsion,WhatsApp o SMS,18-29,Femenino,Cusco,Tarde,Si,Si,No,1942.53
Acceso Ilicito,Correo Electronico,30-49,Masculino,Lambayeque,Tarde,No,Si,No,2322.04
Fraude Informatico,Correo Electronico,30-49,Femenino,Junin,Tarde,No,No,No,8007.99
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Noche,No,No,No,7397.8
Fraude Informatico,Llamada Telefonica,18-29,Femenino,Lima,Noche,No,No,No,3200.06
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,No,6505.75
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Lima,Manana,No,No,Si,9931.42
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lambayeque,Manana,No,No,No,2121.31
Acceso Ilicito,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,Si,4979.73
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,Si,Si,1878.66
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,Si,6558.66
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Madrugada,No,No,No,4805.65
Sextorsion,WhatsApp o SMS,18-29,Masculino,Cusco,Tarde,No,No,Si,2224.12
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Noche,Si,Si,Si,3634.63
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,No,1367.66
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,8666.56
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,3027.35
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Noche,Si,No,No,2325.61
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Arequipa,Noche,Si,No,No,3964.36
Fraude Informatico,Redes Sociales,18-29,Femenino,Arequipa,Tarde,No,No,No,7163.15
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Piura,Tarde,No,No,Si,2928.49
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lambayeque,Noche,No,No,Si,1448.99
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lambayeque,Tarde,No,No,No,4217.22
Sextorsion,Pagina Web Falsa,18-29,Femenino,Junin,Manana,No,No,No,4453.97
Fraude Informatico,Correo Electronico,30-49,Femenino,Lima,Tarde,Si,Si,Si,3574.12
Fraude Informatico,Correo Electronico,50-64,Masculino,Lima,Manana,Si,No,Si,6409.26
Estafa por Internet,Redes Sociales,50-64,Femenino,Lima,Manana,No,No,Si,2478.67
Fraude Informatico,Redes Sociales,30-49,Femenino,Callao,Noche,No,No,No,9908.62
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Tacna,Tarde,No,No,No,2840.27
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Callao,Manana,Si,No,No,4589.29
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,No,Si,7652.6
Sextorsion,WhatsApp o SMS,30-49,Femenino,Junin,Manana,No,No,No,8012.06
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,No,8952.67
Estafa por Internet,Correo Electronico,30-49,Masculino,Lima,Manana,No,No,No,4848.79
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,No,5159.38
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,Si,3633.07
Fraude Informatico,Llamada Telefonica,50-64,Masculino,Lima,Tarde,No,No,No,9708.08
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Manana,Si,No,Si,1718.37
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Noche,No,No,Si,3240.41
Estafa por Internet,Llamada Telefonica,18-29,Masculino,Arequipa,Manana,Si,No,No,955.36
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Callao,Madrugada,No,No,Si,2914.97
Sextorsion,Llamada Telefonica,30-49,Femenino,La Libertad,Madrugada,Si,No,Si,6844.35
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,Si,5357.94
Estafa por Internet,Redes Sociales,30-49,Masculino,Puno,Tarde,No,No,No,3894.94
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lambayeque,Manana,No,No,No,3281.03
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Manana,No,No,No,6464.23
Acceso Ilicito,WhatsApp o SMS,30-49,Masculino,Lima,Madrugada,No,Si,Si,3756.1
Acceso Ilicito,Redes Sociales,30-49,Femenino,Lima,Tarde,No,Si,Si,2484.26
Suplantacion de Identidad,Correo Electronico,65 o mas,Masculino,Lima,Tarde,Si,No,Si,2381.0
Fraude Informatico,Redes Sociales,18-29,Masculino,La Libertad,Madrugada,No,No,No,4786.5
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Callao,Madrugada,Si,No,No,4466.51
Estafa por Internet,Pagina Web Falsa,30-49,Masculino,Lima,Madrugada,Si,No,No,1816.75
Suplantacion de Identidad,Redes Sociales,65 o mas,Masculino,Puno,Madrugada,No,No,No,3579.36
Acceso Ilicito,Redes Sociales,18-29,Femenino,Callao,Tarde,No,No,Si,2232.41
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lambayeque,Manana,No,Si,No,733.48
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,6417.52
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lambayeque,Manana,No,No,No,7260.46
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lima,Noche,Si,No,No,1550.7
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Arequipa,Noche,No,No,No,8903.25
Fraude Informatico,Redes Sociales,65 o mas,Masculino,Lima,Manana,No,Si,No,7879.07
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Manana,No,Si,No,2247.13
Fraude Informatico,Correo Electronico,18-29,Femenino,Piura,Manana,Si,Si,No,3365.3
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,1299.44
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Madrugada,No,No,Si,6691.53
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,No,No,No,6851.76
Fraude Informatico,Redes Sociales,30-49,Masculino,La Libertad,Tarde,No,No,Si,3621.72
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Noche,Si,No,Si,1493.55
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Cusco,Manana,Si,No,No,8913.92
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Lima,Noche,No,No,Si,7038.52
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,No,7909.51
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,No,No,Si,2777.89
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Manana,No,No,Si,1730.83
Fraude Informatico,Correo Electronico,65 o mas,Masculino,Lima,Manana,No,No,Si,5228.61
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,No,No,3364.57
Estafa por Internet,WhatsApp o SMS,65 o mas,Masculino,Junin,Manana,No,No,No,4379.09
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,La Libertad,Tarde,Si,No,No,2478.8
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,Si,8367.21
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Noche,Si,Si,Si,2404.45
Fraude Informatico,Redes Sociales,30-49,Femenino,Callao,Madrugada,No,No,No,8669.92
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,No,No,6312.48
Sextorsion,WhatsApp o SMS,18-29,Femenino,Lima,Manana,Si,No,Si,2274.33
Fraude Informatico,Redes Sociales,18-29,Masculino,Piura,Tarde,No,Si,No,3428.95
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,No,No,Si,2038.37
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Arequipa,Madrugada,No,No,Si,2093.75
Acceso Ilicito,Pagina Web Falsa,30-49,Femenino,Lima,Noche,No,No,No,7208.32
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Manana,Si,No,Si,2276.28
Fraude Informatico,Correo Electronico,18-29,Femenino,Arequipa,Tarde,Si,No,No,4590.19
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,No,7793.0
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,Si,2581.57
Fraude Informatico,Llamada Telefonica,50-64,Femenino,Lima,Tarde,No,Si,Si,8368.8
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,No,No,8564.68
Fraude Informatico,Llamada Telefonica,18-29,Masculino,Junin,Madrugada,No,No,No,2936.64
Fraude Informatico,Llamada Telefonica,50-64,Femenino,Puno,Tarde,No,No,No,9982.57
Fraude Informatico,Correo Electronico,30-49,Femenino,Piura,Noche,No,Si,No,5255.81
Fraude Informatico,Llamada Telefonica,18-29,Masculino,Lima,Madrugada,No,No,No,5395.84
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Madrugada,No,Si,No,2287.37
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,No,No,No,2905.25
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,2665.08
Fraude Informatico,Redes Sociales,18-29,Masculino,Tacna,Manana,Si,Si,No,3676.58
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,Si,No,Si,4344.65
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,Si,4291.77
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lima,Madrugada,No,No,No,2243.34
Acceso Ilicito,WhatsApp o SMS,30-49,Femenino,La Libertad,Tarde,Si,No,No,4614.6
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Tarde,Si,No,No,8060.02
Estafa por Internet,Pagina Web Falsa,65 o mas,Femenino,Lima,Manana,Si,No,No,4451.56
Fraude Informatico,Llamada Telefonica,50-64,Femenino,Lima,Tarde,No,No,No,11882.87
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Callao,Noche,Si,Si,Si,912.86
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Tarde,No,Si,Si,2313.27
Estafa por Internet,Llamada Telefonica,18-29,Femenino,Lambayeque,Noche,Si,No,Si,1798.1
Acceso Ilicito,Correo Electronico,30-49,Femenino,Puno,Manana,Si,No,No,2963.62
Acceso Ilicito,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,No,Si,6573.87
Fraude Informatico,Redes Sociales,50-64,Masculino,Cusco,Madrugada,Si,No,Si,7324.92
Acceso Ilicito,Correo Electronico,50-64,Femenino,Lima,Madrugada,No,No,No,7280.1
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Junin,Manana,Si,Si,No,2075.68
Estafa por Internet,Redes Sociales,65 o mas,Masculino,Lima,Manana,No,Si,No,3055.93
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Noche,Si,No,No,1652.05
Acceso Ilicito,WhatsApp o SMS,50-64,Femenino,Lima,Manana,No,No,Si,3658.93
Suplantacion de Identidad,Redes Sociales,65 o mas,Femenino,Lima,Tarde,Si,No,No,2779.74
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Tacna,Tarde,No,No,No,1414.93
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,No,2343.14
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,La Libertad,Manana,No,No,No,2588.21
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,Si,Si,3101.58
Fraude Informatico,Redes Sociales,30-49,Femenino,Junin,Manana,No,No,No,7154.67
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Lima,Madrugada,No,Si,Si,5637.92
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Lima,Noche,No,No,No,4637.21
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,No,No,2423.83
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Piura,Madrugada,No,Si,No,4282.46
Sextorsion,WhatsApp o SMS,50-64,Femenino,Lima,Noche,No,Si,Si,4824.62
Fraude Informatico,Pagina Web Falsa,65 o mas,Femenino,Lima,Manana,No,No,No,5844.63
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Tarde,No,No,No,6298.02
Acceso Ilicito,WhatsApp o SMS,65 o mas,Femenino,Piura,Manana,No,Si,No,4650.52
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,2119.1
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Arequipa,Manana,Si,No,Si,2444.54
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,1570.81
Acceso Ilicito,Correo Electronico,18-29,Femenino,Callao,Manana,No,Si,No,2140.09
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Junin,Tarde,No,Si,No,7207.21
Sextorsion,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,Si,5009.59
Sextorsion,Redes Sociales,18-29,Masculino,Lima,Noche,No,No,No,6008.0
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lima,Madrugada,Si,No,Si,1542.09
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Lima,Tarde,No,No,Si,7571.32
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,Si,No,2551.92
Fraude Informatico,Correo Electronico,18-29,Masculino,La Libertad,Noche,No,No,No,3374.18
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Madrugada,Si,No,No,4612.22
Fraude Informatico,Redes Sociales,30-49,Femenino,Junin,Tarde,No,No,Si,5069.21
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Noche,No,No,No,1610.83
Estafa por Internet,Pagina Web Falsa,50-64,Femenino,La Libertad,Manana,No,Si,No,1606.82
Acceso Ilicito,Llamada Telefonica,50-64,Femenino,Lima,Noche,Si,No,Si,4857.33
Acceso Ilicito,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,Si,No,4673.41
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,8041.33
Fraude Informatico,Correo Electronico,50-64,Femenino,Lima,Noche,No,Si,No,5835.38
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,Si,No,8932.56
Sextorsion,Redes Sociales,50-64,Femenino,Piura,Manana,No,No,No,6125.58
Fraude Informatico,Redes Sociales,30-49,Femenino,Junin,Madrugada,No,Si,No,4946.7
Estafa por Internet,Correo Electronico,50-64,Femenino,Lima,Noche,No,No,Si,4407.28
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,No,2490.49
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Madrugada,No,Si,Si,8432.61
Acceso Ilicito,Pagina Web Falsa,65 o mas,Masculino,Lima,Tarde,Si,Si,Si,2923.79
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,2396.6
Estafa por Internet,Redes Sociales,30-49,Masculino,Cusco,Madrugada,No,No,Si,3813.12
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Tacna,Manana,Si,No,No,1706.86
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Junin,Madrugada,No,No,Si,8284.17
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,Si,7343.55
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,No,Si,No,1409.47
Estafa por Internet,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,Si,Si,No,863.02
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Noche,Si,No,No,8066.06
Suplantacion de Identidad,Llamada Telefonica,50-64,Femenino,Lima,Noche,Si,Si,No,1121.82
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Puno,Tarde,Si,Si,No,1696.05
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,Si,No,3511.11
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,Si,4478.41
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,3880.11
Estafa por Internet,Correo Electronico,30-49,Femenino,Arequipa,Tarde,No,No,Si,2561.13
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,Si,3900.61
Fraude Informatico,Redes Sociales,18-29,Masculino,Lambayeque,Manana,No,No,No,4599.54
Sextorsion,Pagina Web Falsa,18-29,Femenino,La Libertad,Noche,No,Si,Si,1943.85
Fraude Informatico,Llamada Telefonica,18-29,Femenino,La Libertad,Madrugada,Si,No,No,3891.13
Estafa por Internet,Pagina Web Falsa,18-29,Masculino,Lima,Tarde,No,No,No,2210.85
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Madrugada,No,No,Si,1857.59
Fraude Informatico,Correo Electronico,30-49,Femenino,Lima,Noche,Si,Si,No,7645.29
Estafa por Internet,Redes Sociales,30-49,Femenino,Lima,Madrugada,No,Si,No,2988.98
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,Si,Si,2482.76
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Lima,Manana,No,No,Si,3541.78
Fraude Informatico,Redes Sociales,18-29,Femenino,Arequipa,Manana,Si,No,Si,5041.49
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,Si,Si,961.55
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,No,No,7253.58
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Manana,Si,No,No,3851.46
Sextorsion,WhatsApp o SMS,30-49,Femenino,Tacna,Madrugada,No,No,Si,6043.64
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Arequipa,Manana,Si,No,No,6041.46
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,La Libertad,Noche,Si,No,No,1724.7
Fraude Informatico,Llamada Telefonica,30-49,Femenino,Lima,Tarde,No,No,No,11465.14
Acceso Ilicito,Redes Sociales,65 o mas,Masculino,Lima,Tarde,No,No,Si,5202.36
Fraude Informatico,Redes Sociales,18-29,Masculino,Tacna,Tarde,Si,No,No,2445.21
Sextorsion,Pagina Web Falsa,18-29,Masculino,Lima,Manana,Si,No,Si,6365.21
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,Si,No,No,2343.88
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,La Libertad,Manana,Si,No,No,5033.84
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Noche,No,No,No,7985.11
Fraude Informatico,Correo Electronico,30-49,Femenino,Puno,Noche,No,No,No,4150.02
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Tarde,No,No,Si,2420.15
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Lima,Madrugada,No,No,No,5323.17
Acceso Ilicito,Pagina Web Falsa,50-64,Femenino,Lima,Madrugada,Si,No,No,2558.7
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,No,6483.65
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Callao,Tarde,No,Si,No,2310.45
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,La Libertad,Madrugada,No,No,No,761.6
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Noche,No,No,No,3461.68
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,3982.61
Fraude Informatico,Correo Electronico,30-49,Masculino,La Libertad,Noche,No,Si,Si,3632.83
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Arequipa,Tarde,No,No,No,2884.55
